count_point_id,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles
36577,5,"North West",85,Manchester,A56,Major,A6041,A6042,383830,399020,53.48765692,-2.24515986,0.40,0.25
36355,5,"North West",85,Manchester,A5079,Major,A34,A6,387020,395000,53.45161304,-2.19691828,1.60,0.99
36161,5,"North West",85,Manchester,A6,Major,A5184,A665,386000,396400,53.46417039,-2.21234003,1.10,0.68
36046,5,"North West",85,Manchester,M56,Major,"Thornley Lane Bridge","Outwood Lane roundabout",381450,385970,53.37027965,-2.28025602,0.60,0.37
36045,5,"North West",85,Manchester,M56,Major,3,2,382400,389000,53.39754743,-2.26615011,1.40,0.87
28695,5,"North West",85,Manchester,A6,Major,A6010,A5184,386575,395867,53.45939467,-2.20365641,0.10,0.06
28486,5,"North West",85,Manchester,A34,Major,A5103,"Mosley St",384110,397940,53.47795830,-2.24088538,0.20,0.12
28246,5,"North West",85,Manchester,A6010,Major,B5117,A34,385898,395197,53.45335467,-2.21382217,0.80,0.50
27992,5,"North West",85,Manchester,A56,Major,A6,A6,383780,398600,53.48388039,-2.24589170,0.10,0.06
27980,5,"North West",85,Manchester,A665,Major,A6010,"LA Boundary",384000,401400,53.50905448,-2.24272022,1.50,0.93
27975,5,"North West",85,Manchester,A34,Major,"A56 Deansgate","LA Boundary",383150,398200,53.48026551,-2.25536416,0.50,0.31
27974,5,"North West",85,Manchester,A34,Major,A56,"LA Boundary",383400,398330,53.48144183,-2.25160388,0.40,0.25
27797,5,"North West",85,Manchester,A6010,Major,A662,A62,386880,399000,53.48756287,-2.19919450,1.90,1.18
27796,5,"North West",85,Manchester,A6010,Major,A5103,B5093,385000,394100,53.44346935,-2.22729220,1.70,1.06
27782,5,"North West",85,Manchester,A5184,Major,A34,A6,386150,396000,53.46057907,-2.21006303,1.60,0.99
27449,5,"North West",85,Manchester,A665,Major,A57,A635,385770,397000,53.46955715,-2.21583155,0.70,0.43
27447,5,"North West",85,Manchester,A664,Major,"Addington St",A6010,385390,400005,53.49655649,-2.22169624,2.00,1.24
27445,5,"North West",85,Manchester,A663,Major,"LA Boundary","LA Boundary",388840,402000,53.51457373,-2.16976399,1.00,0.62
27403,5,"North West",85,Manchester,A635,Major,A665,A6010,386000,397614,53.47508211,-2.21239428,1.50,0.93
27313,5,"North West",85,Manchester,A576,Major,A6104,M60,384000,404400,53.53601958,-2.24287501,1.00,0.62
27294,5,"North West",85,Manchester,A560,Major,"LA Boundary",M56,380000,389400,53.40105679,-2.30226817,2.80,1.74
26157,5,"North West",85,Manchester,A6,Major,A57,A57(M),384950,397300,53.47223074,-2.22819847,0.70,0.43
26059,5,"North West",85,Manchester,M60,Major,"M60 spur","LA Boundary",383733,389634,53.40328881,-2.24613609,1.90,1.18
26047,5,"North West",85,Manchester,M56,Major,4,3,381764,387682,53.38567890,-2.27563728,1.50,0.93
18548,5,"North West",85,Manchester,A6042,Major,A34,A34,383820,398008,53.47856074,-2.24525851,0.30,0.19
18330,5,"North West",85,Manchester,A5067,Major,"LA Boundary",A57(M)/A56,383000,396700,53.46677856,-2.25754368,0.80,0.50
18202,5,"North West",85,Manchester,A5103,Major,A34,A6,384268,398000,53.47850235,-2.23850781,0.40,0.25
17936,5,"North West",85,Manchester,A6010,Major,A665,"LA Boundary",384000,400429,53.50032675,-2.24267020,1.20,0.75
17935,5,"North West",85,Manchester,A665,Major,A6042,A6042,384130,399100,53.48838519,-2.24064283,0.20,0.12
17933,5,"North West",85,Manchester,A576,Major,A6044,A6104,383800,403800,53.53062039,-2.24586119,0.50,0.31
17931,5,"North West",85,Manchester,A57,Major,A6010,"LA Boundary",387800,396300,53.46331666,-2.18522410,3.10,1.93
17929,5,"North West",85,Manchester,A34,Major,"Upper Brook St",A5103,384180,397400,53.47310700,-2.23980367,1.00,0.62
17822,5,"North West",85,Manchester,A6042,Major,A56,A665,384000,399200,53.48928006,-2.24260712,0.30,0.19
17717,5,"North West",85,Manchester,A6104,Major,A664,"LA Boundary",388000,403426,53.52737235,-2.18248616,2.80,1.74
17675,5,"North West",85,Manchester,A5103,Major,A5145,A6010,383647,393000,53.43354149,-2.24760479,2.20,1.37
16589,5,"North West",85,Manchester,A62,Major,A6010,"LA Boundary",386280,400000,53.49653576,-2.20828063,2.40,1.49
16544,5,"North West",85,Manchester,A57,Major,A6,A665,385500,397010,53.46963966,-2.21989930,0.50,0.31
16536,5,"North West",85,Manchester,A56,Major,A34,A6,383704,398423,53.48228718,-2.24702782,0.30,0.19
16322,5,"North West",85,Manchester,A34,Major,A5145,A5079,386035,392000,53.42462228,-2.21161609,3.60,2.24
16044,5,"North West",85,Manchester,M56,Major,6,5,380725,386100,53.37142206,-2.29116010,1.50,0.93
8563,5,"North West",85,Manchester,A62,Major,A6,A665,384671,398413,53.48222643,-2.23245598,0.30,0.19
8464,5,"North West",85,Manchester,A56,Major,A6,A6041,383835,398772,53.48542802,-2.24507173,0.20,0.12
7950,5,"North West",85,Manchester,A56,Major,A6143,A34,383470,397800,53.47668046,-2.25052140,0.30,0.19
7948,5,"North West",85,Manchester,A34,Major,A6042,A56,383700,397945,53.47799082,-2.24706340,0.30,0.19
7947,5,"North West",85,Manchester,A34,Major,A6042,A56,383700,398236,53.48060631,-2.24707844,0.20,0.12
7946,5,"North West",85,Manchester,A6,Major,A5079,A6010,386892,395446,53.45561861,-2.19886448,0.20,0.12
7922,5,"North West",85,Manchester,A6143,Major,A57,A56,383000,397837,53.47699817,-2.25760503,0.80,0.50
7857,5,"North West",85,Manchester,A665,Major,"Pin Mill Brow",A662,385428,398000,53.47853590,-2.22102994,0.50,0.31
7725,5,"North West",85,Manchester,A6010,Major,A62,A664,385924,400159,53.49795541,-2.21365395,0.90,0.56
7724,5,"North West",85,Manchester,A34,Major,A5079,A6010,386223,394922,53.45089148,-2.20891604,1.50,0.93
7713,5,"North West",85,Manchester,A5145,Major,A5103,A34,385017,390420,53.41039195,-2.22686008,3.40,2.11
7701,5,"North West",85,Manchester,A5103,Major,M56,M60,382360,390350,53.40968048,-2.26682779,1.10,0.68
7428,5,"North West",85,Manchester,A665,Major,A6042,A6010,384311,400000,53.49648018,-2.23796027,1.20,0.75
6553,5,"North West",85,Manchester,A56,Major,A6042,"LA Boundary",383330,400000,53.49644979,-2.25274745,1.40,0.87
6069,5,"North West",85,Manchester,A57(M),Major,A34,A6,384670,397400,53.47312147,-2.23242159,0.40,0.25
6047,5,"North West",85,Manchester,M56,Major,5,4,381560,387149,53.38088091,-2.27867268,1.00,0.62
6046,5,"North West",85,Manchester,M56,Major,4,"LA Boundary",383600,388821,53.39597741,-2.24809417,1.00,0.62
